,Name,Duration,Genre,Rating,No. of Ratings,No. of Episodes,Creators,Stars,Reviews (Users),Reviews (Critics),Seasons,Storyline,Language,Release Date
410,Kusum Dola,,['Drama'],,,731,,"['Aparajita Ghosh Das', 'Rrishii Kaushik']",,,1,"Kusum, the daughter of a local police officer, blames the new in-charge of the village for her father's death.",Bengali,2016 (India)
411,Kasamh Se,20min,['Drama'],4.2,186,742,,"['Ram Kapoor', 'Prachi Desai', 'Arunima Sharma']",8,1,1,"Bani, Piya and Rano three sisters live in Mount Abu with their father Nishikant Dixit. They had lost their mother seven years back and after her death Nishikant took to drinking. The father dies taking promise from Bani that she will take care of the sisters and also protect Rano and Piya from any problem. Bani is given a letter by a family friend Dayal that their father had left for them, in which Name and Address of Jai Walia is given. Jai Walia is resident of Mumbai.. and after the demise of their father he will look after them. The sisters now have to go to Mumbai. They take shelter from Jai Walia. Jai's sister Jigyasa and her son Ranveer hate the sisters. Jai realizes that he likes Pia. Jai proposes marriage to her despite the age barrier. The family is shocked. Pia who is already in love with Pushkar agrees for the marriage thinking that Jai Walia will give her a better life than Pushkar. Things take a turn when Pia decides to elope with Pushkar. Baani is shocked to learn that ...",Hindi,16 January 2006 (India)
412,Vadalvaat,30min,['Drama'],,,0,,"['Anand Abhyankar', 'Subodh Bhave', 'Abhijeet Chavan']",,,,"Vadalvaat is a Marathi drama television series. The story revolves around Abasaheb, the head of Chaudhary family who has three children, Satyajit, Soham and Shravani. The Chaudharys have their own daily newspaper 'Nirbhid' which is not very big but is known for its uprightness and authenticity. Rama, a lawyer by profession is a lone child of Bhaiyasaheb, younger brother of Abasaheb. She is raised by Abasaheb and their family. Bhaiyasaheb has absconded the house since the death of her mother.
Written by
Zee Marathi",Marathi,
413,Kyunki Saas Bhi Kabhi Bahu Thi,30min,"['Comedy', 'Drama', 'Family']",1.6,1461,1833,['Ekta Kapoor'],"['Smriti Malhotra-Irani', 'Ronit Roy', 'Amar Upadhyay']",11,,1,"Three generations living in one house. A mother in law has to put up with her three mean bahu's, Savita, Daksha and Gaytri. Savita, Daksha and Gaytri always try to create trouble. Savita's main plan is to get rid of her son's wife, Tulsi. Daksha and Gaytri help her with this plan. Will they succeed?
Written by
Anu Kapoor",Hindi,3 July 2000 (India)
414,Na Aana Iss Des Laado,24min,['Drama'],6.4,73,867,,"['Meghna Malik', 'Vaishnavi Dhanraj', 'Simran Kaur Hundal']",,,1,"This story about a small village in India called 'Veerpur'. A lady called Ammaji is the one who decides that a woman has asserted herself too much and needs to be pushed into a small closed and suffocating room, it is Ammaji who decrees that newly born girls would be killed by drowning them in milk, and many other such acts. Sia, is slowly starting to rebel against the practices implemented by Ammaji that are very anti-women.
Written by
Sunil Kumar Soni",Hindi,9 March 2009 (India)
415,Brahmarakshas: Jaag Utha Shaitaan,42min,['Horror'],6.5,41,57,,"['Shrashti Maheshwari', 'Ambrish Srivastava', 'Shahab Khan']",1,,1,"Set in Kamalpura, a remote village in India where the newly wed brides live under constant fear of becoming a prey to unknown monster. Since this unknown beast or demon attacks the newly wed brides, the brides of Kamalpura have started wearing white vermilion, white bangles and anklets without the tiny bells attached to it. Is it a human or a demon or a myth, the reality is unknown.",Hindi,6 August 2016 (India)
416,Shubh Mangal Savadhan,27min,['Comedy'],8.4,12,0,,"['Dilip Joshi', 'Amit Mistry']",,,,,Hindi,2002 (India)
417,Fareb,20min,['Thriller'],,,0,,['Naghma Akhtar'],,,,"Sanya, a married woman whose affair with a pizza delivery boy is interrupted when her sister in law visits her for next few days. How she ensures her best that this fun doesn't stop by plotting, planning and executing her best, finally ends up losing it all.",Hindi,2019 (India)
418,Call My Agent,,['Drama'],,,6,,"['Priyasha Bhardwaj', 'Rajat Kapoor', 'Aahana Kumra']",,,1,,Hindi,2021 (India)
419,Aafat,,"['Comedy', 'Drama']",6.5,199,6,,"['Anshul Chauhan', 'Pushtii Shakti', 'Chitrashi Rawat']",4,,1,"They say marriages are made in heaven, but sometimes on planet Earth, you need a little help to find your ideal match. A young and good looking Ricky Malhotra is on the lookout for his ""perfect bride"". He is introduced to 5 beautiful prospects, but each of these firebrands pose a unique quirk that society stereotypically perceives to be an imperfection. Hairy, bald, foul-mouthed, overweight and a divorcee - together they are the Aafat that Ricky is greeted with. This drama is a hilarious yet thought-provoking take on arranged marriages and what society perceives to be ""perfect bride"" material.
Written by
MX Player",Hindi,2019 (India)
420,Door No. 403,22min,['Comedy'],8.5,73,13,,"['Ena Friedrich', 'Gokul Anand', 'Pooja Devariya']",5,,1,"An actor who gains success post his first movie is presented with 10 questions. Each question forms the crux of the interesting incidents that led to his success. Door No. 403 is the gateway to a bunch of eccentric friends living together and the exhilarating events that will have you rolling off the couch, laughing your head off.",Tamil,24 July 2018 (India)
421,Mail,1h 56min,"['Comedy', 'Drama']",7.7,319,1,,"['Yennengee', 'Ravinder Bommakanti', 'Priya Darshi']",10,,1,"As the teaser goes, a young boy after completion of his schooling dreams to become a software engineer. Due to the rural and under-developed town, he finds it difficult to even get his hands on a PC. Story revolves around his struggles to stay enthusiastic about his dream, and meets a new PC owner who wills to rent the device on hourly basis.",Telugu,12 January 2021 (India)
422,Office Scandal,,['Drama'],,,0,,"['Sapan Chaudhary', 'Saajan Kalra', 'Rajat Kamra']",,,,"An out of his mind Boss goes on a Rampage firing his Employees, they Decide to plot him up and Avenge their fired Colleagues.",Hindi,2019 (India)
423,Vish Ya Amrit - Sitara,,['Fantasy'],,,134,,"['Arhaan Behl', 'Adaa Khan', 'Shilpa Saklani']",1,,1,"Sitara was born to a Vishkanya but her father fought a pitched battle to keep her away from the evil forces. But what happens when fate brings her back to the doorstep of where it all started? Good or evil, what will Sitara choose?",Hindi,
424,Bhuj: The Day India Shook,,['Documentary'],9.2,21,0,,[],,,,"This special documents the massive earthquake that struck Bhuj, India.",Hindi,11 June 2021 (India)
425,Hero Gayab Mode On,23min,"['Action', 'Adventure', 'Fantasy']",7.2,806,3,,"['Ajay Gehi', 'Abhishek Nigam', 'Yesha Rughani']",55,,1,"Aeons ago, in a great war between the good and evil, the powerful ring was forged by the dark side. It could make the wearer invisible. After the war, the ring is lost and only a true hero can wear it.",Hindi,7 December 2020 (India)
426,Ek Hasina Thi,20min,['Drama'],7.6,152,220,,"['Ayub Khan', 'Sanjeeda Sheikh', 'Vatsal Sheth']",4,,1,"Durga is out to avenge the crimes committed by Shaurya, a playboy and the scion of the powerful Goenka family of Kolkata.",Hindi,14 April 2014 (India)
427,Indian Pro Music League,,"['Music', 'Reality-TV']",7.2,36,0,,"[""Genelia D'Souza"", 'Bobby Deol', 'Riteish Deshmukh']",,,,Six teams comprising renowned playback singers and aspiring vocalists compete against each other to win the coveted title.,Hindi,26 February 2021 (India)
428,Mumbai Diaries 26/11,,"['Action', 'Drama']",,,8,,"['Mohit Raina', 'Konkona Sen Sharma', 'Tina Desai']",,,1,,Hindi,
429,Ramayan,40min,['History'],7.7,79,56,,"['Gagan Malik', 'Neha Sargam', 'Sachin Tyagi']",4,,1,"One of the greatest epics, Ramayan, written by Valmiki, unravels the journey of Lord Rama, right from his marriage to Sita to the slaying of Ravana. Rama, the eldest son of King Dashratha, is the heir apparent to the throne of Ayodhya, but Dashratha is compelled by Kaikeyi to make her son Bharat the king. Kaikeyi further asks Dashratha to send Rama on exile for 14 years, so Rama willingly agrees. He leaves, accompanied by Sita and his younger brother Laxmana. However, when Bharat learns of his mother's viciousness, he goes to the jungle to persuade Rama to return to Ayodhya. But he comes back only with Rama's sandals that he places on the throne. Years later, Sita is abducted by Ravana, the King of Lanka. Rama, with the help of the Monkey God Hanuman and Laxmana, goes to Lanka to slay Ravana and bring back Sita.",Hindi,12 August 2012 (India)
430,Inspector Avinash,,"['Action', 'Thriller']",,,1,,"['Soundarya Sharma', 'Trishna Singh', 'Atharv Johnny']",,,1,,Hindi,2021 (India)
431,Left Right Left,20min,['Drama'],8.1,272,34,,"['Kunal Karan Kapoor', 'Rajeev Khandelwal', 'Shweta Salve']",7,1,1,"Six confused, dis-oriented cadets in an Indian Army academy face many obstacles, yet stand together.",Hindi,10 July 2006 (India)
432,Miley Jab Hum Tum,20min,['Romance'],7.7,574,527,,"['Sanaya Irani', 'Mohit Sehgal', 'Arjun Bijlani']",1,1,1,"Miley Jab Hum Tum (When We Met) is a young-adult oriented television series that aired on Indian television channel STAR One, premiering September 22, 2008. The series ran for two years successfully covering two seasons before ending on November 19, 2010. The show is about falling in love during college and developing relations for a lifetime. Reruns of Miley Jab Hum Tum will be broadcast in the US on TV Asia starting March 4, 2011.
Written by
Gunjanlover",Hindi,22 September 2008 (India)
433,Chidiya Ghar,,['Comedy'],5.2,106,1522,,"['Sumit Arora', 'Paresh Ganatra', 'Rajendra Gupta']",,,1,"A comedy and educational show revolving around a house named Chidiyaghar, named after the late wife of a retired principal Kesari Narayan, his two sons and their wives respectively. The names of the family members resemble animals they make a happy family. The family members not only entertain each other with their weird activities but raise social issues and seek to solve them with affection.",Hindi,2011 (India)
434,Office Office,,['Comedy'],8.8,2140,45,,"['Pankaj Kapur', 'Manoj Pahwa', 'Deven Bhojani']",8,1,2,The Show Follows the comedy of a man struggling to get his work done in corrupt offices.,,2000 (India)
435,Kalat Nakalat,30min,"['Drama', 'Family']",,,0,,"['Sunil Barve', 'Subodh Bhave']",,,,"Kalat Nakalat is the story of Madhura Pathak (Rujuta Deshmukh), a beautiful, young and educated girl, who dreams of becoming a famous actress. But fate has something else in store for her. Will Madhura be able to tide over the continuous crises in her life?
Written by
Zee Marathi",Marathi,3 September 2007 (India)
436,Aap Ke Aa Jane Se,22min,"['Drama', 'Romance']",7.2,88,551,,"['Suhasi Goradia Dhami', 'Karan Jotwani', 'Harish Chhabra']",4,1,2,"A love story between a 42 year old middle class, conservative single mother, Vedika and a 24 year old irresponsible, maverick, Sahil, from a traditional, super rich business family.",Hindi,2018 (India)
437,Jai Ganga Maiya,,['Drama'],8.6,27,5,,[],,,1,Ganga is a living goddess born from the divine feet of Lord Vishnu preserved in the kamandal of Brahma sustained in his locks by Shiva brought to earth by Bhagirath.,Hindi,12 October 1997 (India)
438,Mahima Shani Dev Ki,,['Fantasy'],7.9,46,0,,"['Daya Shankar Pandey', 'Bhupindder Bhoopii', 'Archana Taide Sharma']",1,,,"'Mahima Shani Dev Ki' TV show breaks all the myths and misunderstandings about Lord Shani (Saturn), one of the nine heavenly objects known as Navagraha in Hindu astrology.",Hindi,26 July 2008 (India)
439,Fuh se Fantasy,40min,['Romance'],6.1,127,9,,"['Hitesh Arora', 'Bidita Bag', 'Priya Banerjee']",2,,1,The story showcases the delight in modern relationships that dare to explore their deepest and quirkiest desires.,Hindi,5 April 2019 (India)
440,Pandian Stores,,['Family'],8.1,79,363,,"['Stalin Muthu', 'Sujitha Dhanush', 'Hema Rajkumar']",2,,1,"The story revolves around the unity among four brothers. The elder brother is married and his wife mothers the remaining brothers. The brothers run a grocery shop in their hometown. Mullai is planned to get married to jeeva who loves meena. During their marriage, meena gets married to jeeva and mullai gets married to kathir.",Tamil,2018 (India)
441,Darkness,4h 57min,['Drama'],8.9,349,7,,"['Pankaj Kapur', 'Deepa Sahi', 'Amrish Puri']",4,1,2,"This TV miniseries (""Darkness"" in English) became famous in India in the mid/late 80s for its realistic depiction of the partition of the Indian subcontinent. In 1947, the sub continent became India, East (now Bangladesh) and West Pakistan (today's Pakistan). The series pretended to keep memories and truths about the partition alive, at a time when many Indians and Pakistanis seemed to be forgetting this historical tragedy. The miniseries became a landmark 297 minute, 35mm film, now shown mostly at Indian Film Festivals. The film is based on the book by Brisham Sahni, himself a refugee to India from West Punjab, now in Pakistan. Thus fittingly, this epic looks at Partition from an Indian Punjabi perspective, as the fate of Sikh and Hindu families in West Punjab is emphasized. The first part also underscores the Muslim viewpoint: the provocations they suffered from Sikhs and especially Hindus, and their ultimate supremacy in the West Punjab, which became the heart of Pakistan. The ""...
Written by
ElianaM",Hindi,1988 (India)
442,Super Dancer,44min,['Reality-TV'],7,57,4,,"['Shilpa Shetty Kundra', 'Geeta Kapoor', 'Anurag Basu']",3,,4,Talented children in the age groups of four and thirteen compete against each other to win the title and entertain everyone through their performances.,Hindi,10 September 2016 (India)
443,Life Sahi Hai,,['Comedy'],7.8,1372,10,['Tarun Jain'],"['Tarun Jain', 'Suhail Nayyar', 'Siddhant Chaturvedi']",5,,2,"Life Sahi Hai' is a sitcom that revolves around the lives of four guys who have moved to Delhi to live independently for the first time. They have a tendency to land in uncomfortable and what for us are hilarious, situations all the time. While dealing with bosses, girlfriends and with each other, these guys end up in such challenging situations, which only they are capable of landing themselves in. While they are getting used to the newfound freedom, they realize that freedom isn't free.[3] But despite all this, they can see the lighter side of life in everything, and keep believing that 'Life Sahi Hai'",Hindi,8 June 2016 (India)
444,Jay Jay Swami Samarth,30min,['History'],8.7,27,0,,"['Akshay Mudwadkar', 'Nitya Pawar']",3,,,,Marathi,28 December 2020 (India)
445,Santoshi Maa - Sunayein Vrat Kathayein,20min,['Drama'],3.6,7,247,,"['Gracy Singh', 'Tanvi Dogra', 'Ashish Kadian']",,,1,,Hindi,
446,Bhairavi: Aavigalukku Priyamanaval,,['Horror'],9,7,286,,"['Nithya Das', 'K.R. Vijaya', 'Y.G. Mahendra']",,,2,"The plot revolves around a young woman Bhairavi ""Nitya Das/Sujitha/Radha"", an antique shop owner who can see ghosts since childhood. She uses her special abilities as a psychic medium to help the ghosts cross over to the Light.",Tamil,2012 (India)
447,Awkward Conversations with Girlfriend,,['Comedy'],7.3,327,6,,"['Ritvik Sahore', 'Rashmi Agdekar', 'Loveleen Mishra']",,,1,The chronicles of Ishaan's awkward conversations with his girlfriend Ananya.,Hindi,10 January 2020 (India)
448,Dosti... Yaariyan... Manmarziyan,,['Drama'],8.1,76,118,,"['Monica Sehgal', 'Aham Sharma', 'Shravan Reddy']",3,,1,"Radhika Mishra and Samaira Khanna two young women who are friends but hail from different backgrounds. Radhika, a reserved but amiable middle class girl, loves to write. She desires to utilise her talent. Radhika is engaged to Saral. Samaira is a city girl from an affluent family, but she wants to make her own standing in society. She encourages Radhika to live her life on her terms.",Hindi,13 April 2015 (India)
449,Kaushiki,22min,['Thriller'],7.1,308,13,,"['Sayani Gupta', 'Omkar Kapoor', 'Namit Das']",11,,1,"Kaushiki revolves around the group of friends who look as if nothing in their lives can go wrong, have dark secrets hidden deep down inside them that will change their lives forever when revealed. The story progresses to reveal that beneath the Versace perfumes and friendships and romance, everyone in the group is rotten, depraved and corrupt to the core.",Hindi,27 April 2018 (India)
450,Agnihotra,,"['Drama', 'Mystery']",8.7,67,1,,"['Mohan Agashe', 'Mukta Barve', 'Ila Bhate']",1,,2,,Marathi,1 January 2009 (India)
451,Behenein,,['Drama'],7.9,16,325,,"['Aalesha Sayed', 'Shiju Kataria', 'Adaa Khan']",,,1,,Hindi,8 February 2010 (India)
452,Baahubali: Before the Beginning,,"['Action', 'Adventure', 'Drama']",,,11,,"['Snigdha Akolkar', 'Bijay Anand', 'Mrunal Thakur']",,,2,A mutinous and bitter girl with a vengeance against the throne of Mahishmati gets involved in the politics and powerplay of the empire.,Telugu,
453,Nimki Mukhiya,20min,"['Comedy', 'Drama']",6.8,88,698,['Zama Habib'],"['Bhumika Gurung', 'Indraneil Sengupta', 'Abhishek Sharma']",5,1,3,"The story, set in the backdrop of a small village in Madhubani, Bihar, deals with the life of a carefree, materialistic, narcissist girl named Nimki who belongs to a low caste is loved his father becomes the Mukhiya (chief) of the village. After becoming chief of the village Nimki is married to Babbu Singh, son of Tetar Singh (higher caste), former chief of the village. Tetar's intention to make Nimki his daughter-in-law is to regain his lost political powers.But none in the Babbu's family accepts her.",Hindi,2017 (India)
454,Laal Ishq,40min,"['Mystery', 'Romance', 'Thriller']",5.4,62,95,,"['Kirtie', 'Gaurav Khanna', 'Jevika Sarwari']",,,2,"Laal Ishq is a Hindi romantic series of passionate love stories set in different backdrops, each episode showcase an offbeat love story with a supernatural twist.",Hindi,23 June 2018 (India)
455,Humse Hai Liife,22min,['Romance'],7.8,63,261,,"['Amit Sarin', 'Abigail Jain', 'Himansh Kohli']",,,2,,Hindi,2011 (India)
456,Who's Your Daddy,21min,['Drama'],7.3,904,23,,"['Harsh Beniwal', 'Rahul Dev', 'Nirmal Rishi']",12,,2,"Psyched Tidda runs to his middle-class yet coolest dad of ' Dilli ', Soggy, to find out the truth about his real father. Soggy then narrates the most hysterical tale of 'Who's his Daddy' which is filled with comical sexcapades from his past.",Hindi,2 April 2020 (India)
